subscription_id,account_id,subscription_start_date,subscription_end_date,trial_start_date,trial_end_date,revenue
edf148c6-4590-4ae3-810d-dbafa2451ca0,80fa063f-fb84-4bd1-b687-87f9678924e5,,,2019-09-17,2019-09-24,
90c39f2e-1be0-437b-a380-a5933f75c2cb,d8797591-99e9-4511-82ee-774ab52bd192,2019-09-17,2020-09-17,,,689.0
cbf884b0-6c03-4931-9b30-501e19f573f0,5a8ea7a9-fe11-46ab-bce6-f6f00b1be752,,,2019-09-18,2019-09-25,
1d83196f-d664-491d-86ff-27690007bfca,75aa7549-6e2f-4892-8757-8b55059a8793,2019-09-25,2020-09-25,2019-09-18,2019-09-25,1062.29
d28dcb73-bfb3-417d-9767-24fd4e7eaa53,f513eea6-7b49-4a7e-a09c-469e52ac591f,2019-09-19,2020-09-19,,,935.74
94803451-65f7-45ba-b48f-6db90f370f6a,381c13b3-3a9b-4fd1-a5dd-da9717542e74,,,2019-09-19,2019-09-26,
d8e92683-fdb7-448b-9607-7291e7064ae8,c637c383-a272-4c3b-bb57-df65263d1305,2019-09-26,2020-09-26,2019-09-19,2019-09-26,691.64
694930e2-3582-45e3-bbca-94e168b1faf5,9d090c89-1d0a-4214-9f3a-0272296aa396,2019-09-19,2020-09-19,,,741.76
6ba18ee4-a739-40d0-80c4-04073ff4ebbf,d91e7942-fcd1-4133-9709-98c7b7f39b8e,2019-09-20,2020-09-20,,,1517.09
da766da1-1e73-4fff-b438-28d244d9e56a,5a392593-aff8-4dab-afdf-ed2555eb29c6,,,2019-09-20,2019-09-27,
16bb2d59-5c4d-4fd4-bd89-6f8462555025,f19e079f-c671-4841-b877-1c721d054c4c,,,2019-09-20,2019-09-27,
18db29e8-908f-44a4-b3e3-2e18c773c48e,34482eb7-b19b-4029-b020-bcd4cddd3378,,,2019-09-21,2019-09-28,
a7efe005-057a-4064-87e6-fb016be60c09,2c357709-7d02-4eca-94dd-482342c92d8a,,,2019-09-21,2019-09-28,
27d4a923-d53e-4a1b-acb2-03b7d033a880,9eaf7701-f273-4f51-ab3c-cb3eb42fb0fe,2019-09-28,2020-09-28,2019-09-21,2019-09-28,686.02
75f6855a-f67a-4f62-a35a-b253318fe80b,7253d676-94e2-4003-aada-f94e7c980af1,2019-09-21,2020-09-21,,,752.5
c6cd8b90-8af9-49a1-a995-f7be81dcaf7c,7e7c1442-e7d8-4f3f-998e-45afc58ac48b,,,2019-09-21,2019-09-28,
874bc93a-a1ab-4f0d-9766-eb6b743c8396,a717821a-d656-4515-98e4-1ac14b6f3f97,2019-09-28,2020-09-28,2019-09-21,2019-09-28,715.14
bc62fbe4-7a5e-42a5-9062-bdc1b01af2f4,3b3a448c-3eb0-4d7d-afae-298ca59dbc60,,,2019-09-21,2019-09-28,
0ce8058d-d64c-4e1f-9088-6e7f4c50bcca,490083a1-c1ea-4153-9fb5-2d1e6584ff3c,2019-09-22,2020-09-22,,,636.22
902be054-b5ff-4964-98bd-bcd489d4f026,5c669eea-f545-4d3a-b4b3-c0e2672815ff,2019-09-29,2020-09-29,2019-09-22,2019-09-29,549.41
2a576387-911f-4f45-93a7-daac5e9ddbe9,5d8edeb4-3756-4af0-9b58-abf776e066be,2019-09-29,2020-09-29,2019-09-22,2019-09-29,913.87
bd14cd8b-84a0-4cad-bc5c-da1758ec19d2,a3dcd90f-1e92-4f7f-bf9a-a18b7653f9a1,2019-09-30,2020-09-30,2019-09-23,2019-09-30,771.93
a3b672e4-7ab4-4f46-983b-7491a27b42b8,273e9d08-608d-461a-977e-8d92413c9ab8,,,2019-09-24,2019-10-01,
79d05d06-3f95-494a-9135-83be1571c3ff,633466b5-32ac-4546-92d5-bb73ee07bb5e,2019-10-01,2020-10-01,2019-09-24,2019-10-01,1282.32
332c8a70-e398-4b34-849f-1d0d08b60e50,86dda0cf-ac6d-4754-98da-9fa9c57d1d68,2019-10-01,2020-10-01,2019-09-24,2019-10-01,741.62
b44f363a-60d2-406a-889f-9d9cab434369,d6157a98-2504-4a62-9ce7-6471ba47af86,,,2019-09-25,2019-10-02,
0a54557f-b601-4f33-adf4-877e2de78034,e82b9804-2ad6-47c6-8455-93c6f5e1a0e4,2019-09-25,2020-09-25,,,923.82
064a26d7-a6a7-40b9-b9fa-7661a15568a2,0094ea63-b6a2-498d-8efe-e826fb05aee4,2019-10-02,2020-10-02,2019-09-25,2019-10-02,640.92
d895b638-706f-490e-a8d2-e7ec389156e1,46c1ce2f-eb2c-432d-8a97-51ac22c61e76,,,2019-09-25,2019-10-02,
4cb191ed-ca7d-4986-bc90-f2e24f006389,17f4a731-f66c-42ff-9aa2-e3f8b86ce046,,,2019-09-25,2019-10-02,
3d93acbe-05f1-42db-8ac4-917f769e0029,8b2684c2-f566-4754-9eec-59b8c7f2655a,2019-09-25,2020-09-25,,,1019.86
535e7465-23bb-4bd0-b764-a1d158d6a76e,ef338fef-cd7c-41b2-9595-bf883253adc4,2019-09-25,2020-09-25,,,1302.19
c26f3692-1cb6-47fa-875b-fb2b5d324d22,8e82f1c0-22d5-4693-b281-0b4f13e16f19,,,2019-09-25,2019-10-02,
761db171-35c8-4daf-b360-75c282be9d99,73b12657-52a7-48ac-80bf-aba9e602d81a,,,2019-09-26,2019-10-03,
3153d495-2f7d-44db-8069-9fd1c314d6f9,5f8ae6c5-fbec-4962-8afe-7a5c2930f2b5,2019-09-26,2020-09-26,,,1117.92
afeb5adb-589d-4b8b-b4c8-5c54d9ba5d61,3f2282f8-18b3-4b8e-a989-9d2f789116dc,2019-10-03,2020-10-03,2019-09-26,2019-10-03,1136.91
f03e1797-6ee0-4a7e-8202-4c5983cc1591,03b07a96-2d7a-4133-9c4b-3e6511a9ecfc,2019-10-04,2020-10-04,2019-09-27,2019-10-04,952.97
35d74f76-ec23-47fa-adeb-d3bc21596148,b8770837-8501-4e39-a599-385b4019a80f,2019-09-27,2020-09-27,,,912.8
d1007697-da46-4351-b42e-a75dc12dd901,3ed41a34-444f-47bc-8f38-c8df190d6e9e,2019-09-27,2020-09-27,,,1186.88
ddfcbcab-b79c-458f-881a-207930d15a0f,76d4d169-00c9-4355-9c88-6901201b3260,,,2019-09-27,2019-10-04,
e89a5323-203d-4bdc-b90d-b044b107aebd,fdc5177b-f117-4f9d-9ba6-41df8fb29a5b,,,2019-09-28,2019-10-05,
5c8c0e0a-e092-445b-b255-f989ebe9a581,43d3bdd7-46ed-49ba-93f6-6ce9637ad794,,,2019-09-28,2019-10-05,
3f6eb42f-1f26-4285-820d-c8d6ca6bfb64,bb621a93-291c-48d2-954d-d2257b0f2aaf,,,2019-09-29,2019-10-06,
553b88d4-780f-4698-9159-37fed6ddcd63,8d0e9978-2fa6-4ff4-8e22-4a1f6299d66b,,,2019-09-29,2019-10-06,
e7864f64-96c3-4fee-aced-4f3bc3ef6baa,7df3eb33-b6aa-4245-b701-f06246ed2361,,,2019-09-29,2019-10-06,
0e8b2fd6-c271-4920-8432-5f077131aaa1,5d9acb0f-5d5f-4afb-aa4f-5355722d569b,2019-10-06,2020-10-06,2019-09-29,2019-10-06,732.79
77d4f013-4069-4fbb-b835-60937caf66db,5207d71f-6567-4cb1-aec2-fb974bfb9cc3,2019-10-07,2020-10-07,2019-09-30,2019-10-07,645.62
3cbf3a04-2760-405a-ab70-29270038c4d6,8e943722-55fa-40e6-b841-5f8824fa36d4,2019-10-08,2020-10-08,2019-10-01,2019-10-08,1026.17
0457f1c7-9ecb-4aa8-bc2c-e945a64a2975,d6cad963-1a69-4873-9eba-c1909688f64d,2019-10-08,2020-10-08,2019-10-01,2019-10-08,1210.24
c0728504-e1c9-47f9-ac64-fee92e5fad59,14ffe4fb-f151-4a8d-9cd5-9fb72fcd7007,,,2019-10-01,2019-10-08,
685704ea-024b-4a40-a316-b4d1afdd4751,4329c7ab-5254-4467-bf46-e1746f153286,,,2019-10-01,2019-10-08,
2bc78366-49f5-4d5a-b567-dc9694c2f922,c6d420ca-6c60-4309-ae9a-95d2cb3690e6,,,2019-10-01,2019-10-08,
9bff5317-372e-4d8a-b01a-ed596c129adc,c8f18fd5-2ab3-4771-ab38-243a41418f2d,2019-10-02,2020-10-02,,,1181.99
a66407b0-cc2e-4010-a467-2e03041439f3,419ef20a-16d6-475c-a5c6-e45fe2ecea9d,,,2019-10-02,2019-10-09,
dff53fa0-5660-4a1f-a3fc-f82c19be4aa5,466630d7-3a5b-4183-b9fc-ff7438fcad40,,,2019-10-02,2019-10-09,
43bc8541-284b-4a21-b8eb-0ceb1fa2415b,9e875434-b63b-408e-9cbb-07663fb2c2ec,2019-10-03,2020-10-03,,,1311.63
3e13875e-7fb0-4635-b2ca-f979668d6218,6b4213f9-cdf8-4333-bca2-9e3c24fa42bd,,,2019-10-03,2019-10-10,
6971e69f-32d8-4370-96e7-88180f2b5376,b40d5b5d-88a9-4828-8618-6c0fc1d26993,,,2019-10-03,2019-10-10,
b8df796a-a617-49d9-81f8-25e5a963018f,7cd45f66-0251-4417-bbdb-66c3a146ccdd,,,2019-10-04,2019-10-11,
64ebf9cf-63f3-4ce0-a341-79fbf268a168,7357bef8-9617-4dae-a433-59d7ec942d9e,2019-10-12,2020-10-12,2019-10-05,2019-10-12,961.52
f2598740-dd99-4255-9e58-e9cfed501005,ed4e479e-3232-4027-aad1-6dffecfadefe,2019-10-05,2020-10-05,,,906.96
aee6bddc-2cb2-44d7-a26b-2a657b900ff7,f4d992af-fc8c-4a38-a987-2629da547f6b,,,2019-10-06,2019-10-13,
d7130311-f8c4-4b7d-ae36-bc6c799739cc,a0cc9eed-fd53-40c8-a48d-f20810682ec9,,,2019-10-06,2019-10-13,
07fd7d74-ac6e-445b-bc18-4bb874db9de6,8834370a-99fa-4b27-a3f4-f31d2338cf9b,,,2019-10-07,2019-10-14,
1124b917-5776-45d0-abc7-7437c853c140,1a2e0f22-2d4b-4887-9b46-f78f41bf2e42,2019-10-07,2020-10-07,,,885.58
8a388a70-e615-433d-b6a5-90714da133a7,b917e787-8fbd-4cf8-9fae-87b459db9f7f,,,2019-10-08,2019-10-15,
2dcdfa34-2745-4086-a021-a7210a1c1079,35f6475a-2846-49d8-8067-b9dabffd779c,,,2019-10-08,2019-10-15,
97d54a50-bd94-43f5-9633-41109a882208,330f7648-02ea-4f3e-bdad-a5414fba3192,2019-10-16,2020-10-16,2019-10-09,2019-10-16,1072.87
15e5d575-6a3f-4e40-a4ac-488537b15900,6209e94a-eda4-49eb-8343-2113ca3d47c0,,,2019-10-09,2019-10-16,
fee35158-9cb8-40ba-9b4f-16c36f101c65,3a40b07c-d6cf-4c78-8812-3f59b9183948,,,2019-10-09,2019-10-16,
390f43af-04b2-437b-83ec-4d416b8ab89c,c6c34929-3a1d-46c4-9c84-be6524ef5896,2019-10-17,2020-10-17,2019-10-10,2019-10-17,1557.9
b220a16d-2c81-4b0f-91d0-cec85d3ab196,70b48fb2-d7ba-4240-b943-bdafbf0ed362,,,2019-10-10,2019-10-17,
44455bb3-e774-43be-b64f-1c3d382fc1fe,ca9a51a1-33d7-46c1-960d-506f035313cc,,,2019-10-10,2019-10-17,
a4231006-4f17-46ef-98fc-d80a302ae287,7b2c299a-7610-41f8-af3c-37c0d68c5ba7,,,2019-10-10,2019-10-17,
ecad2bdb-59ec-460e-8706-5fdaa1fb67e3,d251b21b-32ce-4f7b-a85b-de2285c253dc,,,2019-10-10,2019-10-17,
e08ec545-7526-425c-bb79-e99d54267568,b738e500-e24f-4bb4-9840-81e55e272a69,,,2019-10-11,2019-10-18,
bcc51734-9251-4e91-bb03-138290ada942,ba37b75c-91d2-48b5-bfdf-4735ed81f42e,2019-10-12,2020-10-12,,,845.94
cb82b065-0aae-4f72-8ee4-d66ffaae5da4,b6f3b511-5337-444f-a5b6-958ec6ff0b80,,,2019-10-12,2019-10-19,
af2ddde5-b382-4c96-bb36-d0f7341ebc64,7e414097-5e50-4c1b-abc0-5923073a0851,2019-10-19,2020-10-19,2019-10-12,2019-10-19,947.51
ef629ff6-a8de-41b0-96a0-f53d5347d6f9,0627fbe4-dbd1-4939-a7e0-a05c591c649b,,,2019-10-12,2019-10-19,
36b92778-3fec-483e-b0c7-c04633a9a5a8,f5f39e0f-3f64-4019-a387-aaa549ceb846,2019-10-14,2020-10-14,,,605.01
4d7bba1e-3d35-4f9c-9f67-e3ed7f171d5d,19d3efe3-fef4-49d2-a0db-eabb0486ee2a,,,2019-10-14,2019-10-21,
fb4d2f8a-c2df-4b25-a6e5-188c3ca05be9,c655a92c-3cc0-4e41-bd44-c9f37dd0d3f3,2019-10-14,2020-10-14,,,1102.45
9745de36-c61c-45f9-a510-ff1acae890d2,451b7086-fe24-4b3d-a8f9-49698d700cbd,2019-10-15,2020-10-15,,,886.22
88774a7c-db56-4bd7-b7a0-1cfa41015049,a0052a05-a6d0-44af-a10c-6907f25faf56,2019-10-22,2020-10-22,2019-10-15,2019-10-22,802.47
b9c25e5a-a23c-4420-aab8-24a943921fdb,c3c5e3b1-7d2e-433f-af54-665b34c0604b,2019-10-15,2020-10-15,,,1216.11
36c6e731-1d43-4db1-8811-fd76dd3317b7,eb69cb43-f4bc-4476-b7bb-7580373623dc,,,2019-10-15,2019-10-22,
a2ab180f-613d-4341-9999-f0c9555bb4dc,b276c16e-2b43-4697-9154-5a6aa0c19b25,2019-10-23,2020-10-23,2019-10-16,2019-10-23,720.38
1bdcd7a2-fa5e-4f98-ad6e-d6b9ff5fee57,d09a65fa-e448-43da-8bc3-11d2ed33f77d,2019-10-16,2020-10-16,,,784.1
cc817e27-6a5f-4fd5-bea5-9df8150fa873,c06dc81f-0420-4666-8b43-46ccc2f23e55,2019-10-23,2020-10-23,2019-10-16,2019-10-23,1163.46
cc673bed-a7a9-4d3a-807c-889892ce855a,d536b047-9d2e-4f37-9176-82415a639b9f,2019-10-16,2020-10-16,,,1099.38
12083dd5-99b8-49f0-8e25-196e2b0a19c1,33d51efb-c24b-4736-a537-edc55c5024b3,,,2019-10-16,2019-10-23,
fa135c5e-34a2-4009-850e-08e2b6be20f7,25531dc9-b67a-4a5d-901f-aed86ec53eb3,2019-10-16,2020-10-16,,,1217.8
f4b4c69d-7556-4187-a612-713550068a5b,6af867ef-0c5c-4427-ab2f-1cc056738195,,,2019-10-16,2019-10-23,
a2b8a37c-ced1-4f62-996f-60041cceb60f,a012d358-235a-4af4-88bb-5fda5ff6d0ab,2019-10-23,2020-10-23,2019-10-16,2019-10-23,1484.85
d1110522-b4e3-4b87-b9ec-c1b0fb4821b9,2fceaf35-6513-4370-b268-c67c9ee242d7,2019-10-24,2020-10-24,2019-10-17,2019-10-24,1464.67
976f50a9-35cd-4503-8908-4d66d736467d,ca5d0203-099a-476c-adb1-e11b40a57345,2019-10-17,2020-10-17,,,850.09
84833aa4-7e27-44f9-bdda-ee730afe9857,a2b35bf6-d198-45af-a3d7-46c4536745b6,2019-10-24,2020-10-24,2019-10-17,2019-10-24,1171.64
ae1a3c82-c6cb-43a5-8b6f-cdeef9672d54,ac9cc44a-42fb-4568-9821-4cf060bddceb,,,2019-10-17,2019-10-24,
ed0f678e-c14e-4f47-92bb-cedf6a34efd6,9ed9df9e-a67d-4bfd-bf51-0317f7edf75a,,,2019-10-18,2019-10-25,
5740a0c1-244d-46cf-8a6e-0015cf0f0d91,ec88ce7b-8494-4696-b489-99e68170ab54,2019-10-25,2020-10-25,2019-10-18,2019-10-25,594.23
765913ff-98d6-40e3-a748-7a6ce64d7d7c,443eb1db-75ae-487c-a073-d471aa7abae3,,,2019-10-18,2019-10-25,
1cdd6010-2fb6-467c-8f60-69a0047404a6,d0861963-b611-437c-974a-50d708a393db,,,2019-10-18,2019-10-25,
0f45981f-d070-4bf6-a9d8-23b746f6cc89,6e12b288-81dc-4294-92b0-fc40344a15b0,2019-10-25,2020-10-25,2019-10-18,2019-10-25,1216.67
fd47efc7-76e5-400d-8e63-225e1493f3a1,5460f2c1-52f6-4f2c-a0ea-f31b2451b7af,2019-10-18,2020-10-18,,,746.82
60682f3b-d420-4c64-b5f0-3ea42b031b07,281f1c2c-393b-40ba-bb7a-393b679a7602,,,2019-10-19,2019-10-26,
447d7bbe-524f-4122-9f70-cc10a0669cf6,00ad8a3d-c2c7-4a55-a664-eef104246980,,,2019-10-19,2019-10-26,
2d096cef-3d12-4cfc-8a80-169cea29002a,9554ad23-ccf6-47eb-8cde-d18fe747a3b3,,,2019-10-19,2019-10-26,
1e6aa3cf-858a-46cc-9009-70487cb951d2,ccfd29da-6b59-49c0-8fbd-122c93f7b3bc,2019-10-20,2020-10-20,,,550.32
8652a9a7-a355-4879-b31b-124319f5d6d7,e016798e-7ce6-4759-b556-a2d6e86c8074,,,2019-10-20,2019-10-27,
2df6155e-591e-4c20-aaa0-d1d54f950057,b1ccf80e-0388-477d-870c-7c0d9415e88c,2019-10-20,2020-10-20,,,1082.18
1a1fc518-6dcb-4d9d-ba97-f1b1332398c4,7a7c86be-d403-4457-9236-5887ad0f49d0,,,2019-10-21,2019-10-28,
b546ee0b-ce3a-4ed3-a913-4258c91a1b64,016d3cb0-e5dc-4859-a9fe-0c31c43b42eb,,,2019-10-21,2019-10-28,
47afff2f-a928-49a8-a7b6-6ce359b7939e,21b6e08f-e865-47cf-88af-62a9b05bef0f,,,2019-10-21,2019-10-28,
c0a88985-79aa-4170-bbd3-7240c1df6a82,697f5da5-c308-42a6-ba15-7e4c0138b0d2,2019-10-22,2020-10-22,,,865.1
c60eeafc-700a-40ab-9242-58399a2b6b22,87fbdc5f-29b4-430b-bf19-2a65ee5808db,2019-10-22,2020-10-22,,,842.97
8dadeec6-d3ce-4efb-8ff8-792754b72b97,f302eb62-72c3-4a7a-a2c6-4910a002df97,,,2019-10-22,2019-10-29,
6196bfef-cf9c-4e05-a38d-3886f0bde173,28e39c9a-504c-4626-81c6-2a859a662d62,,,2019-10-22,2019-10-29,
1f8e30a6-1c9b-48b3-98e5-eb57600b55d3,125e0814-edc9-4c1a-93a9-8c8dafcb64c0,2019-10-29,2020-10-29,2019-10-22,2019-10-29,1093.83
a33a8b17-12be-4366-aaff-3c21d790984f,68ce6092-4936-4c16-9668-3a556d2a6b70,,,2019-10-23,2019-10-30,
ff6e2f4e-b144-4ffe-b9fb-283afc4062c8,c46d0f0d-c2a7-42fc-bede-112bf9577798,,,2019-10-23,2019-10-30,
b5fc1889-3c11-4e04-86c7-87a4bc48ee15,607b8a23-e208-46bb-98d7-7f935422cd25,2019-10-30,2020-10-30,2019-10-23,2019-10-30,820.54
baf80917-ae25-4f64-b4e9-b7eb49759dbf,a9364da2-0fdc-4528-b8bb-6a4cbb0e5b1f,,,2019-10-23,2019-10-30,
7289d60d-3ec9-4ca9-98fd-59fcdc99f05b,2d339921-dbc3-48ed-9281-7ec3c20981c0,2019-10-31,2020-10-31,2019-10-24,2019-10-31,1331.8
46211da4-3edd-46c5-ba0b-e51d51065b52,9a4373e5-712d-4a20-a564-45e38372584d,,,2019-10-24,2019-10-31,
32b54f5f-3de6-4c70-b1b6-85bb75cdc90e,beae3d0b-59d7-47ba-b5f1-44bd914997b7,2019-10-24,2020-10-24,,,1099.09
3174f004-459b-490b-a02d-be208437c6fb,b94def36-509d-4f29-a2b1-34fab7b060f4,2019-10-25,2020-10-25,,,1135.9
4da06ee2-f35c-4365-9eb2-ad53de421420,e9976eb5-8c06-4934-90a9-4d5325aa9c76,,,2019-10-25,2019-11-01,
8975b9f6-ad7a-484e-acbf-cec3612ac240,1491ae70-4a22-45a9-bbd3-527ebfb4ef05,,,2019-10-25,2019-11-01,
08d41f4f-27a7-4558-b754-c4b58f944bb2,37308d90-5c66-4577-8966-dbd1d511a92c,2019-10-25,2020-10-25,,,1150.45
a6dd8811-14f5-4a82-b501-8da69575c900,69a89686-97e1-4146-8a1c-79545ea80eed,2019-11-01,2020-11-01,2019-10-25,2019-11-01,1724.14
4a416ceb-0c49-40a9-8f58-aab09ae4fb07,d939cf17-705b-422d-aa13-6ea3934f1b0b,,,2019-10-25,2019-11-01,
c0a58432-266c-44f3-acc5-41bc4d7c20c5,aa2058b1-370f-4b08-a949-8890a4fd1600,2019-10-26,2020-10-26,,,1808.95
4fe557c0-0afd-45bc-9d3b-359c2152970a,00dd8d22-e601-4090-8669-d875a16320c7,2019-10-26,2020-10-26,,,1107.78
538609fe-b1ea-4714-8c1d-d60a40cff9e6,7595bc42-577d-43fa-8ee9-00ba58dfb6d8,,,2019-10-26,2019-11-02,
92cf4fcc-0a61-4802-944b-efedeae92698,cf58bbba-e312-44bf-806e-234bfaaa216a,,,2019-10-26,2019-11-02,
63ac688d-a16b-4a79-a721-5538aca75c5e,2a0b6da7-565e-49ec-9835-b7e3ad91689b,,,2019-10-27,2019-11-03,
521d43ce-dce7-49d5-b3cd-dea690e57dab,05e4ec67-ea47-4ea8-bbc3-199a8422f138,,,2019-10-27,2019-11-03,
cc112a1b-b246-4797-89a6-edc74249f41e,a50d63fe-023a-436f-bab3-840e656ee980,2019-11-03,2020-11-03,2019-10-27,2019-11-03,569.88
efac4788-23bd-4a24-b49d-40b98202ab2b,698b5388-f92d-4934-babb-e68c2f3eb749,,,2019-10-28,2019-11-04,
dd233f06-2bbd-433f-8562-a53395bf5cb2,696eb0f7-3c4b-4a00-a639-f1b7dc3b590d,,,2019-10-29,2019-11-05,
bc747830-b8e6-42f9-8545-18bf96fc4a56,bb6ab220-57e3-4f86-a115-58657b2dc88e,2019-11-05,2020-11-05,2019-10-29,2019-11-05,908.26
445f2417-a37c-4345-b367-64345bd5bdfe,eb1fa742-81e7-4320-923b-4e4d5120c84b,,,2019-10-29,2019-11-05,
f58b50cd-b0cb-4d00-bc73-0cf3cd1e4d7c,864a93aa-bead-4ccd-a87b-7e58fd14f887,2019-10-30,2020-10-30,,,1192.28
06d342a4-a0f8-4266-8303-cfe8f1b7de2f,7c81796a-6c09-4fd3-8950-447af4590355,,,2019-10-30,2019-11-06,
c1eba55a-cfb1-4323-be8c-05f0350a3d2d,3a939d1b-48a8-44ef-97be-6caf2ab0f981,,,2019-10-30,2019-11-06,
531afee3-6b88-4fe3-951a-b15e3ec62819,5e45595a-62be-47d1-9d64-d33ca56a6229,2019-10-30,2020-10-30,,,900.1
a987c848-0fe0-4a45-b582-4a6db802d7c6,10347803-8283-48d9-9bd6-f7c02720a263,,,2019-10-30,2019-11-06,
7e7d1ed6-f361-440f-81fd-cc3feeb0b176,a4c45c98-064d-4c92-96c1-950219f9a2b2,,,2019-10-30,2019-11-06,
fdb0ccdf-d750-4a67-bd9b-ba7601f18362,b47d319d-ac05-4ca8-8b34-848e41c4f530,2019-11-06,2020-11-06,2019-10-30,2019-11-06,875.79
1c15811a-41ef-463c-a909-5ac2c3744cc5,d91bb75c-b5f8-4b3b-b538-66a57df5340e,2019-10-31,2020-10-31,,,1168.25
77845393-502d-46c9-8602-ac285e5717a7,10cfe68b-075b-4417-ae10-609649844a47,2019-11-07,2020-11-07,2019-10-31,2019-11-07,1070.84
76e05dcf-64c5-4a2b-bd40-e4ccc78bb39a,8f106f53-ac5f-4c6a-ba1b-6ac0177d5f3c,2019-10-31,2020-10-31,,,1419.78
7c940746-9e02-4b10-bcac-4effd1b83f6b,c4645f38-5135-4abc-b080-7df122a4d6cb,2019-11-01,2020-11-01,,,1023.7
af1fc506-bf3d-41ac-8ce1-905b3584ec1f,6efeda76-5621-4983-9f3a-e240cff90c20,2019-11-01,2020-11-01,,,1000.53
f916566a-cfd7-4751-92d0-de81785b43de,04696dbd-2048-4669-8ba2-9bcb4d1bf93e,,,2019-11-01,2019-11-08,
c5f95529-837b-42e2-9189-6765f9190bca,aeb2d44c-2c0a-4be0-8848-b8b9bb5a432b,2019-11-08,2020-11-08,2019-11-01,2019-11-08,1025.14
3e7d7d8a-2c2e-47ed-93a5-17f87b282346,280baa75-f56f-401d-9a22-442f69f2ca46,2019-11-08,2020-11-08,2019-11-01,2019-11-08,982.35
feaecbbc-97e7-442b-9922-9bab7500fce1,7913599b-11a7-4144-9151-1b48344721a3,2019-11-08,2020-11-08,2019-11-01,2019-11-08,734.54
0c4984ee-c840-4048-aa6c-99c9b2029c73,9ac45b59-512b-4d46-803a-aff17b169d95,2019-11-09,2020-11-09,2019-11-02,2019-11-09,1515.4
ea72fc12-56ce-4504-807e-ee993f0a99f1,d43b4360-e8cf-4870-8df9-ad538602be76,,,2019-11-02,2019-11-09,
8b77f597-3775-4168-93eb-2c85741cb65a,66bb2d6d-f4a3-44e1-991a-7765a64edffa,,,2019-11-02,2019-11-09,
022428c4-5888-49e2-8202-9530cbc45050,d3ba5f5d-0245-4c5b-9584-6cd3ea49ec36,,,2019-11-02,2019-11-09,
8b54e9bd-1249-4c95-885b-7ed0f3c9ba22,0f203a2f-cc9b-4988-a59c-ae835359a935,2019-11-09,2020-11-09,2019-11-02,2019-11-09,954.97
31911a16-ce70-42af-9fb6-d61e27a851cf,ca54bba1-bdfe-4c45-a755-cf5ae4400192,2019-11-09,2020-11-09,2019-11-02,2019-11-09,800.1
ae959b7b-40a3-4be2-ba47-9ccb8ca0d320,565575f3-bf48-4a86-979e-fca5440c19f0,2019-11-03,2020-11-03,,,534.74
06d46c83-ea29-43ee-a430-50316a22432a,814fe925-c641-403f-8138-fa988529096b,,,2019-11-03,2019-11-10,
cdaa170b-8ed1-4406-b7b9-8d1ded3eedea,da1c17cf-f87e-41a1-a123-3b6acbd3cddb,2019-11-11,2020-11-11,2019-11-04,2019-11-11,557.99
9da78d95-a644-4d09-b77d-a9081745f8fa,14a9fa3f-5c51-4718-ad9e-58f850c4a448,,,2019-11-04,2019-11-11,
0f212d05-49e3-44da-9b0c-8c1b3e682011,9d0d86fb-be9f-4a19-91a5-f7fbc040d339,2019-11-12,2020-11-12,2019-11-05,2019-11-12,955.87
bef27e5a-eb0a-42b0-9860-fb092df0cb56,428c45ca-295d-4455-8a89-8674d4d4eb08,,,2019-11-05,2019-11-12,
6a4b961d-1d3d-4088-bb0c-982a6fc65d5d,b05545e0-2760-4930-9911-5cb78dd91586,,,2019-11-05,2019-11-12,
e4bc3409-0b23-4694-8801-584603e89f63,00f6d529-886c-4e7f-96ac-9300cc96b57f,2019-11-06,2020-11-06,,,1178.37
fc1b55bb-e8a4-4171-aa14-c5bb7a51abfc,1cdf2972-6c2a-4cca-94d5-7168355bfebf,,,2019-11-06,2019-11-13,
c7d872e1-4fef-4cae-b2f6-e90a98a84262,7155d6ed-f237-4834-9710-84facf3070ac,,,2019-11-06,2019-11-13,
1cbb97a2-dfa8-4045-89b0-5406cde7144f,7683a65c-9540-46a5-bcdd-e700f026bfe4,2019-11-06,2020-11-06,,,914.66
ef8227a1-400a-4e4c-bb48-7ea559bda90a,6ac65bcb-acab-4764-b627-319910aa08d5,2019-11-06,2020-11-06,,,1189.17
8d96cbed-ca00-4cbc-bfc3-f37b10755850,8ed832ef-bf9b-45ec-848d-8acdf858a441,2019-11-13,2020-11-13,2019-11-06,2019-11-13,1113.52
e3c2b135-77dc-41b0-a9be-63418baf8390,a2b7cb14-56a5-4f57-b460-252a4f9ec309,,,2019-11-06,2019-11-13,
2703aa3e-292e-4608-9cca-23b3ba4006c7,59d7a43f-c5a7-4cb5-a61e-dec9c84e3be7,,,2019-11-06,2019-11-13,
73840d76-4c60-45cb-a334-b64a941c0e26,b7a4e8b3-b2bb-4c20-86b7-8c692e911286,2019-11-14,2020-11-14,2019-11-07,2019-11-14,885.68
bee3a5d2-126c-4819-8e50-159dcefd9ffa,d65547dd-cecf-4cee-8b11-608f048b135d,2019-11-07,2020-11-07,,,1003.42
d2c82ab1-6600-4ab8-827d-23f549c5f113,f2e2c89a-0423-4864-a85d-dc2c4780172b,2019-11-07,2020-11-07,,,946.07
